,ra,dec,clon,clat,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
105,269.3875105,-30.7193804,17h57m33.00s,-30d43m09.77s,0.0392,0.0383,-0.0131,10.557,0.028,38.9,37.96,8.897,0.015,71.2,9.655,1,0,,,5,57833.7911546,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.813217,82.470673
106,269.3874686,-30.7194412,17h57m32.99s,-30d43m09.99s,0.0347,0.0336,-0.0081,10.739,0.029,37.1,39.17,8.886,0.013,83.0,9.077,1,0,,,5,57833.92205867,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.685795,99.426487
107,269.3874486,-30.7194185,17h57m32.99s,-30d43m09.91s,0.0362,0.0389,-0.0132,10.695,0.035,31.3,37.41,8.903,0.016,68.9,8.295,1,0,,,5,57834.0530901,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.615401,92.850199
108,269.3873755,-30.7194574,17h57m32.97s,-30d43m10.05s,0.0398,0.0399,-0.016,10.845,0.054,20.1,16.46,8.928,0.014,75.9,7.441,1,0,,,5,57834.18399418,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.424233,113.717717
109,269.3874398,-30.7194475,17h57m32.99s,-30d43m10.01s,0.0427,0.043,-0.012,10.607,0.02,53.1,135.0,8.896,0.023,47.3,3.803,1,0,,,10,58000.71056378,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.602713,102.943331
110,269.3874275,-30.7194253,17h57m32.98s,-30d43m09.93s,0.0468,0.0531,-0.0146,10.789,0.039,27.5,27.54,9.025,0.018,59.0,6.25,1,0,,,5,58000.84146711,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.552092,95.725767
111,269.3874159,-30.7194562,17h57m32.98s,-30d43m10.04s,0.0494,0.0501,-0.0247,10.715,0.04,27.3,31.6,8.95,0.019,57.6,7.07,1,0,,,5,58001.03782207,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.539701,107.949049
112,269.3874725,-30.7194556,17h57m32.99s,-30d43m10.04s,0.0467,0.0485,-0.016,10.865,0.045,24.3,21.82,8.982,0.017,62.9,4.1,1,0,,,5,58001.10327375,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.707899,103.408847
113,269.3873773,-30.7194047,17h57m32.97s,-30d43m09.86s,0.0362,0.0415,-0.0145,10.904,0.046,23.7,27.0,8.962,0.015,72.1,5.331,1,0,,,10,58001.16885275,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.394438,87.227386
114,269.3874017,-30.7194321,17h57m32.98s,-30d43m09.96s,0.0438,0.0498,-0.0111,10.76,0.033,32.8,33.21,8.933,0.018,59.9,8.773,1,0,,,5,58001.23430429,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.476178,99.618078
115,269.3874359,-30.7194916,17h57m32.98s,-30d43m10.17s,0.0443,0.0463,-0.0126,10.762,0.039,27.5,29.67,8.964,0.017,63.4,3.947,1,0,,,5,58001.29975594,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.645987,117.048567
116,269.3874664,-30.7194783,17h57m32.99s,-30d43m10.12s,0.0489,0.0522,-0.0169,10.773,0.045,24.0,15.34,8.914,0.018,60.4,6.318,1,0,,,5,58001.43065926,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.713436,110.160067
117,269.3874857,-30.7194097,17h57m33.00s,-30d43m09.87s,0.0472,0.0468,-0.0118,10.751,0.033,32.6,22.23,9.003,0.016,66.0,10.27,1,0,,,5,58001.56156249,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.729457,89.915231
118,269.3874261,-30.7194581,17h57m32.98s,-30d43m10.05s,0.0521,0.0448,-0.0114,10.525,0.039,27.6,43.22,8.973,0.017,63.0,6.734,1,0,,,5,58001.69259313,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.571852,107.626322
119,269.3875193,-30.7193697,17h57m33.00s,-30d43m09.73s,0.0526,0.0535,-0.0185,10.766,0.037,29.1,21.6,9.023,0.018,59.5,3.623,1,0,,,5,58197.32015072,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.845973,80.12535
120,269.387407,-30.719594,17h57m32.98s,-30d43m10.54s,0.0404,0.0446,-0.0086,10.798,0.041,26.2,20.23,8.901,0.015,72.9,32.0,1,0,,,10,58197.45105455,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.821499,143.738876
121,269.3874628,-30.7194113,17h57m32.99s,-30d43m09.88s,0.049,0.0382,0.0132,10.814,0.034,31.5,26.63,9.069,0.015,70.1,8.8,1,0,,,10,58197.58195844,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.658601,90.407201
122,269.3874575,-30.7193917,17h57m32.99s,-30d43m09.81s,0.0441,0.0444,-0.0139,10.66,0.032,33.9,35.32,9.035,0.017,65.6,5.749,1,0,,,5,58197.71286231,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.645548,84.142685
123,269.3875339,-30.7194173,17h57m33.01s,-30d43m09.90s,0.047,0.043,-0.0112,10.709,0.032,34.0,28.34,9.027,0.016,68.6,9.025,1,0,,,5,58197.77831428,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.879018,91.713297
124,269.3874926,-30.7193936,17h57m33.00s,-30d43m09.82s,0.0442,0.0507,-0.0126,10.714,0.032,33.4,29.66,9.046,0.02,55.6,6.33,1,0,,,5,58197.8437662,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.753129,85.503854
125,269.3873455,-30.7194002,17h57m32.96s,-30d43m09.84s,0.0517,0.0542,-0.0147,10.843,0.05,21.5,13.62,9.076,0.017,65.2,8.835,1,0,,,5,58197.90921816,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.297662,83.192977
126,269.3875223,-30.7194049,17h57m33.01s,-30d43m09.86s,0.04,0.0414,-0.0156,10.724,0.029,37.5,36.41,8.991,0.015,72.0,8.448,1,0,,,5,58198.04012205,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.842925,88.751997
127,269.3874699,-30.7194359,17h57m32.99s,-30d43m09.97s,0.0465,0.0428,-0.0193,10.736,0.047,23.3,24.68,9.038,0.018,61.6,4.222,1,0,,,5,58198.17051657,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.686917,97.801326
128,269.3875011,-30.719405,17h57m33.00s,-30d43m09.86s,0.0417,0.047,-0.0076,10.718,0.036,30.0,25.74,9.05,0.018,61.3,4.868,1,0,,,5,58198.30192972,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.777325,88.673184
129,269.3873382,-30.7194793,17h57m32.96s,-30d43m10.13s,0.0425,0.0471,-0.0099,10.841,0.042,25.7,24.32,9.107,0.017,63.0,10.95,1,0,,,5,58361.20823709,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.369802,132.426162
130,269.3875519,-30.7194271,17h57m33.01s,-30d43m09.94s,0.043,0.0418,-0.0069,10.544,0.029,37.1,21.15,9.041,0.017,64.6,6.625,1,0,,,5,58361.33901301,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.93636,93.769648
131,269.3874146,-30.7194249,17h57m32.98s,-30d43m09.93s,0.0357,0.0361,-0.0138,10.736,0.028,38.4,64.66,9.048,0.016,68.0,6.611,1,0,,,5,58361.33914038,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.512229,96.011021
132,269.3874285,-30.719468,17h57m32.98s,-30d43m10.08s,0.0361,0.035,-0.0102,10.713,0.036,30.5,24.38,9.022,0.014,80.4,6.19,1,0,,,5,58361.46991625,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.590576,110.704964
133,269.38742,-30.7194593,17h57m32.98s,-30d43m10.05s,0.0333,0.0346,-0.0129,10.777,0.034,32.2,30.48,9.079,0.013,85.2,19.02,1,0,,,5,58361.53536788,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.555257,108.641105
134,269.3875281,-30.7194672,17h57m33.01s,-30d43m10.08s,0.0601,0.0576,-0.0268,10.604,0.029,37.0,32.89,9.089,0.023,46.4,4.197,1,0,,,5,58361.60081948,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.884968,103.455368
135,269.3874788,-30.7194283,17h57m32.99s,-30d43m09.94s,0.0406,0.0483,-0.012,10.777,0.034,31.7,33.21,9.045,0.017,62.2,8.723,1,0,,,5,58361.66627102,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.711161,95.315421
136,269.3875268,-30.7194646,17h57m33.01s,-30d43m10.07s,0.0425,0.0391,-0.0123,10.659,0.028,39.0,32.03,9.005,0.016,66.1,6.407,1,0,,,5,58361.73172266,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.878916,102.922964
137,269.3873425,-30.7194135,17h57m32.96s,-30d43m09.89s,0.0398,0.0358,-0.0159,10.924,0.04,27.2,33.53,9.036,0.015,73.4,8.248,1,0,,,5,58361.79717429,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.286553,92.520208
138,269.388025,-30.7194126,17h57m33.13s,-30d43m09.89s,0.0366,0.041,0.0063,10.486,0.021,51.3,27.18,9.23,0.017,64.5,72.33,1,0,,,5,58361.92795074,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956506,12.395,0.0473,11.425,0.0458,11.084,0.0428,2.398523,90.22379
139,269.3873304,-30.7195686,17h57m32.96s,-30d43m10.45s,0.042,0.043,-0.0059,10.905,0.031,35.1,64.25,8.853,0.018,61.9,41.18,1,0,,,10,58361.9280781,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.622824,156.452364
140,269.387427,-30.7194589,17h57m32.98s,-30d43m10.05s,0.0497,0.0413,-0.0079,10.708,0.043,25.0,17.81,9.079,0.016,65.8,12.04,1,0,,,5,58362.05885402,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.575376,107.815659
141,269.3874228,-30.7194245,17h57m32.98s,-30d43m09.93s,0.0532,0.054,-0.0255,10.629,0.035,31.3,23.69,9.022,0.018,58.7,2.861,1,0,,,5,58362.18975725,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.537333,95.574942
142,269.3874462,-30.7193813,17h57m32.99s,-30d43m09.77s,0.0504,0.0482,-0.0172,10.71,0.039,28.1,23.24,9.046,0.017,62.5,7.766,1,0,,,0,58561.53348988,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.615938,80.343337
143,269.3874804,-30.7194784,17h57m33.00s,-30d43m10.12s,0.0524,0.0586,-0.02,10.746,0.039,28.1,24.6,9.031,0.019,57.1,5.288,1,0,,,10,58561.66426601,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.75437,109.051511
144,269.3875477,-30.7194448,17h57m33.01s,-30d43m10.00s,0.05,0.0488,0.0162,10.677,0.032,33.6,24.51,9.061,0.02,54.6,5.847,1,0,,,10,58561.79516949,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.929814,97.74346800000001
145,269.3874998,-30.7194048,17h57m33.00s,-30d43m09.86s,0.0466,0.0484,-0.0118,10.654,0.031,35.0,37.01,9.032,0.018,61.7,6.171,1,0,,,10,58561.86049389,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.773317,88.61295
146,269.3874499,-30.7194286,17h57m32.99s,-30d43m09.94s,0.0422,0.0467,-0.0197,10.367,0.03,36.3,52.68,8.975,0.018,58.9,9.228,1,0,,,5,58561.9259456,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.62227,96.177356
147,269.387562,-30.7193987,17h57m33.01s,-30d43m09.84s,0.045,0.0467,-0.0129,10.692,0.03,36.4,22.2,9.024,0.017,64.4,6.646,1,0,,,10,58561.99139737,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.966451,87.587658
148,269.3874705,-30.7193706,17h57m32.99s,-30d43m09.73s,0.0386,0.0479,-0.0104,10.669,0.033,32.8,34.44,9.024,0.019,56.5,12.18,1,0,,,10,58562.05684913,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.696999,78.258283
149,269.3873918,-30.7194246,17h57m32.97s,-30d43m09.93s,0.0494,0.0515,-0.0106,10.652,0.034,31.7,39.98,9.019,0.018,59.2,3.634,1,0,,,10,58562.12217353,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.441988,96.829696
150,269.3874995,-30.7194379,17h57m33.00s,-30d43m09.98s,0.0376,0.0399,-0.0148,10.665,0.03,35.9,40.5,9.073,0.016,69.6,9.782,1,0,,,5,58562.12230085,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.778667,97.411259
151,269.3874784,-30.7194317,17h57m32.99s,-30d43m09.95s,0.0409,0.0357,-0.0128,10.705,0.033,33.1,27.21,9.04,0.014,76.1,10.72,1,0,,,10,58562.25307692,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.711168,96.306596
152,269.3875085,-30.7194468,17h57m33.00s,-30d43m10.01s,0.0349,0.0374,-0.0172,10.48,0.021,51.1,117.4,8.997,0.017,63.4,7.214,1,0,,,10,58562.38398045,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.810914,99.402714
153,269.38742,-30.7194218,17h57m32.98s,-30d43m09.92s,0.0377,0.0372,-0.0096,10.719,0.039,27.6,20.27,9.083,0.014,78.5,9.097,1,0,,,5,58725.36433608,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.527834,94.616175
154,269.3873268,-30.7194565,17h57m32.96s,-30d43m10.04s,0.0419,0.0447,-0.0165,10.788,0.045,24.0,25.15,9.081,0.015,70.4,17.51,1,0,,,5,58725.49473,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.29071,125.156913
155,269.3874549,-30.7194716,17h57m32.99s,-30d43m10.10s,0.0373,0.0413,-0.0199,10.805,0.035,30.8,26.19,9.08,0.014,75.7,10.46,1,0,,,5,58725.62601513,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.671788,109.275064
156,269.3876988,-30.7194459,17h57m33.05s,-30d43m10.01s,0.0395,0.04,-0.0103,10.56,0.025,44.1,33.62,9.001,0.017,62.2,23.93,1,0,,,5,58725.69146677,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,1.394968,95.316044
157,269.3875135,-30.7194408,17h57m33.00s,-30d43m09.99s,0.0471,0.0442,-0.0055,10.724,0.036,30.5,18.94,9.074,0.016,68.2,5.048,1,0,,,5,58725.75679104,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.822998,97.742925
158,269.3875255,-30.7194309,17h57m33.01s,-30d43m09.95s,0.0388,0.0386,0.0012,10.753,0.031,35.2,31.88,9.05,0.015,73.8,12.29,1,0,,,5,58725.82224264,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.855942,95.043052
159,269.3874461,-30.7194856,17h57m32.99s,-30d43m10.15s,0.0513,0.0545,-0.0177,10.655,0.037,29.4,18.99,9.038,0.019,57.2,5.19,1,0,,,5,58725.88769422,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.665131,114.153598
160,269.3874513,-30.7194217,17h57m32.99s,-30d43m09.92s,0.0334,0.0343,0.0062,10.69,0.032,33.7,34.32,9.038,0.014,76.6,7.271,1,0,,,10,58725.95314587,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.624415,93.867886
161,269.3874624,-30.7194596,17h57m32.99s,-30d43m10.05s,0.0481,0.0472,-0.0279,10.716,0.035,30.9,28.09,9.035,0.017,62.7,7.929,1,0,,,5,58726.08392178,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.681165,105.197077
162,269.3874168,-30.7194812,17h57m32.98s,-30d43m10.13s,0.0408,0.0349,0.0042,10.841,0.038,28.7,21.48,9.096,0.014,77.3,9.726,1,0,,,5,58726.21431557,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.576353,116.405934
163,269.3874825,-30.7194487,17h57m33.00s,-30d43m10.02s,0.0473,0.044,-0.0179,10.683,0.035,30.8,18.52,9.076,0.016,67.3,5.233,1,0,,,5,58726.34560074,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.732913,100.958112
164,269.3875663,-30.7194118,17h57m33.02s,-30d43m09.88s,0.0668,0.0667,-0.0318,10.793,0.034,32.2,23.98,9.197,0.025,43.0,4.171,1,0,,,5,58733.86782534,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.978921,90.379355
165,269.3877495,-30.7194027,17h57m33.06s,-30d43m09.85s,0.0825,0.0903,-0.0338,10.718,0.042,25.9,10.16,8.997,0.038,28.5,4.461,1,0,,,0,58733.8679527,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,1.546099,89.026189
166,269.3875768,-30.7194035,17h57m33.02s,-30d43m09.85s,0.0549,0.0621,-0.0188,10.669,0.033,33.2,22.77,9.1,0.023,48.2,3.579,1,0,,,5,58928.50109249,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,1.011667,88.674705
167,269.3876459,-30.7193461,17h57m33.04s,-30d43m09.65s,0.0399,0.0415,-0.0138,10.505,0.024,44.5,45.7,9.106,0.016,68.9,17.04,1,0,,,5,58928.63186858,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,1.246656,79.366637
168,269.3874249,-30.7194558,17h57m32.98s,-30d43m10.04s,0.0538,0.0554,-0.0191,10.666,0.036,30.6,27.02,9.127,0.02,53.9,3.635,1,0,,,5,58928.76277197,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.56584,106.941127
169,269.3874289,-30.7194693,17h57m32.98s,-30d43m10.09s,0.0601,0.0583,0.0031,10.833,0.05,21.8,14.08,9.103,0.022,48.3,3.291,1,0,,,5,58928.8935481,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.593401,111.085401
170,269.3875463,-30.7193904,17h57m33.01s,-30d43m09.81s,0.0536,0.0615,-0.0316,10.484,0.03,35.6,38.87,9.133,0.021,52.0,5.639,1,0,,,5,58928.95887249,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.919711,85.600046
171,269.3874886,-30.7194667,17h57m33.00s,-30d43m10.08s,0.0401,0.0432,-0.0067,10.624,0.038,28.9,25.2,9.087,0.016,67.0,18.35,1,0,,,10,58928.95899985,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.766125,105.452156
172,269.3873927,-30.7194523,17h57m32.97s,-30d43m10.03s,0.0424,0.0538,-0.0156,10.68,0.041,26.3,28.14,9.092,0.016,66.6,14.65,1,0,,,5,58929.02432419,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.467155,109.024749
173,269.3874905,-30.7194282,17h57m33.00s,-30d43m09.94s,0.0492,0.0547,-0.0257,10.625,0.03,36.4,30.41,9.124,0.019,58.6,6.815,1,0,,,5,58929.08977589,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.747191,95.030716
174,269.3875323,-30.71948,17h57m33.01s,-30d43m10.13s,0.0506,0.0704,-0.0259,10.71,0.037,29.0,22.64,9.082,0.02,53.8,6.117,1,0,,,5,58929.15510027,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.909293,106.089587
175,269.3876295,-30.7194383,17h57m33.03s,-30d43m09.98s,0.0535,0.0461,-0.0116,10.683,0.033,33.3,19.48,9.014,0.021,52.4,8.233,1,0,,,5,58929.22055253,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,1.178903,94.957739
176,269.387733,-30.7194827,17h57m33.06s,-30d43m10.14s,0.0404,0.0406,-0.016,10.462,0.02,55.4,91.12,9.153,0.021,51.8,10.29,1,0,,,0,58929.35132862,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,1.517548,99.93114
177,269.3874736,-30.7195031,17h57m32.99s,-30d43m10.21s,0.0431,0.0417,-0.0177,10.777,0.04,27.4,28.24,9.062,0.015,70.6,23.91,1,0,,,10,58929.48210476,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.7689,115.84237
178,269.3874717,-30.7194636,17h57m32.99s,-30d43m10.07s,0.0371,0.04,-0.012,10.48,0.024,46.1,67.87,9.032,0.019,58.4,7.411,1,0,,,5,59092.40840831,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.712747,105.707671
179,269.3874175,-30.7194026,17h57m32.98s,-30d43m09.85s,0.041,0.0374,0.0113,10.731,0.032,33.9,30.42,9.153,0.016,66.4,9.609,1,0,,,5,59092.53918412,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,0.519072,87.058188
180,269.3875872,-30.7194034,17h57m33.02s,-30d43m09.85s,0.0334,0.0314,-0.0156,10.357,0.019,58.2,80.24,9.053,0.017,63.4,24.1,1,0,,,5,59092.66995984,2695030301351017880,8.801,0.024,6.037,0.041,2.73,0.011,1.146,0.013,1300956511,13.282,0.0497,12.373,0.0591,12.099,0.0497,1.043852,88.695816
